pair,stake_amount,max_stake_amount,amount,open_date,close_date,open_rate,close_rate,fee_open,fee_close,trade_duration,profit_ratio,profit_abs,exit_reason,initial_stop_loss_abs,initial_stop_loss_ratio,stop_loss_abs,stop_loss_ratio,min_rate,max_rate,is_open,enter_tag,leverage,is_short,open_timestamp,close_timestamp,orders,funding_fees,weekday,run
BNB/USDT,9.58672,9.58672,0.011,2026-01-29 15:10:00+00:00,2026-01-30 14:45:00+00:00,871.52,854.83,0.001,0.001,1415,-0.0211101891499358,-0.20257985,exit_signal,573.47,-0.342,573.47,-0.342,833.08,873.39,False,,1.0,False,1769699400000,1769784300000,"[{'amount': 0.011, 'safe_price': 871.52, 'ft_order_side': 'buy', 'order_filled_timestamp': 1769699400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.59630672}, {'amount': 0.011, 'safe_price': 854.83, 'ft_order_side': 'sell', 'order_filled_timestamp': 1769784300000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 9.412533129999998}]",0.0,4,risk_test
LINK/USDT,9.751,9.751,0.98,2026-01-31 14:45:00+00:00,2026-01-31 16:15:00+00:00,9.95,10.12,0.001,0.001,90,0.01505328842012259,0.1469314,roi,6.55,-0.342,6.55,-0.342,9.93,10.17,False,,1.0,False,1769870700000,1769876100000,"[{'amount': 0.98, 'safe_price': 9.95, 'ft_order_side': 'buy', 'order_filled_timestamp': 1769870700000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.760750999999999}, {'amount': 0.98, 'safe_price': 10.12, 'ft_order_side': 'sell', 'order_filled_timestamp': 1769876100000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 9.927517599999998}]",0.0,5,risk_test
XRP/USDT,9.7416,9.7416,6.0,2026-01-31 14:40:00+00:00,2026-01-31 21:50:00+00:00,1.6236,1.6269,0.001,0.001,430,3.0457347530518262e-05,0.000297,roi,1.0684,-0.342,1.0684,-0.342,1.5028,1.66,False,,1.0,False,1769870400000,1769896200000,"[{'amount': 6.0, 'safe_price': 1.6236, 'ft_order_side': 'buy', 'order_filled_timestamp': 1769870400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.751341599999998}, {'amount': 6.0, 'safe_price': 1.6269, 'ft_order_side': 'sell', 'order_filled_timestamp': 1769896200000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 9.771161399999999}]",0.0,5,risk_test
SOL/USDT,9.70816,9.70816,0.088,2026-01-31 14:30:00+00:00,2026-01-31 23:25:00+00:00,110.32,106.44,0.001,0.001,535,-0.0370981447848743,-0.36051488,exit_signal,72.6,-0.342,72.6,-0.342,96.4,110.55,False,,1.0,False,1769869800000,1769901900000,"[{'amount': 0.088, 'safe_price': 110.32, 'ft_order_side': 'buy', 'order_filled_timestamp': 1769869800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.717868159999998}, {'amount': 0.088, 'safe_price': 106.44, 'ft_order_side': 'sell', 'order_filled_timestamp': 1769901900000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 9.376086719999998}]",0.0,5,risk_test
ADA/USDT,9.8076,9.8076,33.0,2026-01-31 14:30:00+00:00,2026-02-01 02:50:00+00:00,0.2972,0.2978,0.001,0.001,740,1.6806880871483833e-05,0.000165,roi,0.1956,-0.342,0.1956,-0.342,0.2685,0.3006,False,,1.0,False,1769869800000,1769914200000,"[{'amount': 33.0, 'safe_price': 0.2972, 'ft_order_side': 'buy', 'order_filled_timestamp': 1769869800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.8174076}, {'amount': 33.0, 'safe_price': 0.2978, 'ft_order_side': 'sell', 'order_filled_timestamp': 1769914200000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 9.8372274}]",0.0,6,risk_test
ETH/USDT,9.697582,9.697582,0.0034,2026-01-29 15:05:00+00:00,2026-02-02 09:50:00+00:00,2852.23,2316.5,0.001,0.001,5445,-0.1894511911875003,-1.83905568,exit_signal,1876.77,-0.342,1876.77,-0.342,2157.14,2860.05,False,,1.0,False,1769699100000,1770025800000,"[{'amount': 0.0034, 'safe_price': 2852.23, 'ft_order_side': 'buy', 'order_filled_timestamp': 1769699100000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.707279581999998}, {'amount': 0.0034, 'safe_price': 2316.5, 'ft_order_side': 'sell', 'order_filled_timestamp': 1770025800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 7.883976099999998}]",0.0,0,risk_test
BTC/USDT,9.3874638,9.3874638,0.00011,2026-01-29 15:15:00+00:00,2026-02-06 05:55:00+00:00,85340.58,66826.49,0.001,0.001,10960,-0.2185081174914403,-2.05328828,exit_signal,56154.11,-0.342,56154.11,-0.342,60000.0,85804.82,False,,1.0,False,1769699700000,1770357300000,"[{'amount': 0.00011, 'safe_price': 85340.58, 'ft_order_side': 'buy', 'order_filled_timestamp': 1769699700000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.3968512638}, {'amount': 0.00011, 'safe_price': 66826.49, 'ft_order_side': 'sell', 'order_filled_timestamp': 1770357300000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 7.3582648139}]",0.0,4,risk_test
BNB/USDT,9.20392,9.20392,0.011,2026-01-31 08:40:00+00:00,2026-02-06 05:55:00+00:00,836.72,642.49,0.001,0.001,8475,-0.2336668136338277,-2.15280131,exit_signal,550.57,-0.342,550.57,-0.342,570.06,841.5,False,,1.0,False,1769848800000,1770357300000,"[{'amount': 0.011, 'safe_price': 836.72, 'ft_order_side': 'buy', 'order_filled_timestamp': 1769848800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.21312392}, {'amount': 0.011, 'safe_price': 642.49, 'ft_order_side': 'sell', 'order_filled_timestamp': 1770357300000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 7.074457389999999}]",0.0,4,risk_test
AVAX/USDT,9.7266,9.7266,0.87,2026-01-29 15:00:00+00:00,2026-02-06 13:25:00+00:00,11.18,8.83,0.001,0.001,11425,-0.21177480837588172,-2.0619087,exit_signal,7.36,-0.342,7.36,-0.342,7.55,11.19,False,,1.0,False,1769698800000,1770384300000,"[{'amount': 0.87, 'safe_price': 11.18, 'ft_order_side': 'buy', 'order_filled_timestamp': 1769698800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.736326599999998}, {'amount': 0.87, 'safe_price': 8.83, 'ft_order_side': 'sell', 'order_filled_timestamp': 1770384300000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 7.6897820999999995}]",0.0,4,risk_test
ETH/USDT,8.796348,8.796348,0.0044,2026-02-10 06:55:00+00:00,2026-02-10 09:25:00+00:00,1999.17,2021.75,0.001,0.001,150,0.009274118262302903,0.08165995,roi,1315.46,-0.342,1315.46,-0.342,1995.83,2029.98,False,,1.0,False,1770706500000,1770715500000,"[{'amount': 0.0044, 'safe_price': 1999.17, 'ft_order_side': 'buy', 'order_filled_timestamp': 1770706500000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.805144347999999}, {'amount': 0.0044, 'safe_price': 2021.75, 'ft_order_side': 'sell', 'order_filled_timestamp': 1770715500000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 8.904595699999998}]",0.0,1,risk_test
XRP/USDT,8.94182,8.94182,6.7,2026-02-23 01:20:00+00:00,2026-02-23 03:50:00+00:00,1.3346,1.3408,0.001,0.001,150,0.002638302803146202,0.02361482,roi,0.8782,-0.342,0.8782,-0.342,1.3301,1.3527,False,,1.0,False,1771809600000,1771818600000,"[{'amount': 6.7, 'safe_price': 1.3346, 'ft_order_side': 'buy', 'order_filled_timestamp': 1771809600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.950761819999999}, {'amount': 6.7, 'safe_price': 1.3408, 'ft_order_side': 'sell', 'order_filled_timestamp': 1771818600000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 8.992343359999998}]",0.0,0,risk_test
DOGE/USDT,8.9046,8.9046,97.0,2026-02-23 01:20:00+00:00,2026-02-23 03:50:00+00:00,0.0918,0.09291,0.001,0.001,150,0.010069342422283599,0.08975313,roi,0.06041,-0.342,0.06041,-0.342,0.09145,0.09325,False,,1.0,False,1771809600000,1771818600000,"[{'amount': 97.0, 'safe_price': 0.0918, 'ft_order_side': 'buy', 'order_filled_timestamp': 1771809600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.9135046}, {'amount': 97.0, 'safe_price': 0.09291, 'ft_order_side': 'sell', 'order_filled_timestamp': 1771818600000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 9.02128227}]",0.0,0,risk_test
ADA/USDT,8.98383,8.98383,34.7,2026-02-23 01:20:00+00:00,2026-02-23 03:50:00+00:00,0.2589,0.2613,0.001,0.001,150,0.007253464959142828,0.06522906,roi,0.1704,-0.342,0.1704,-0.342,0.2571,0.2621,False,,1.0,False,1771809600000,1771818600000,"[{'amount': 34.7, 'safe_price': 0.2589, 'ft_order_side': 'buy', 'order_filled_timestamp': 1771809600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.99281383}, {'amount': 34.7, 'safe_price': 0.2613, 'ft_order_side': 'sell', 'order_filled_timestamp': 1771818600000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 9.076177109999998}]",0.0,0,risk_test
BNB/USDT,8.89725,8.89725,0.015,2026-02-23 01:10:00+00:00,2026-02-23 05:15:00+00:00,593.15,594.34,0.001,0.001,245,4.22741719209729e-06,3.765e-05,roi,390.3,-0.342,390.3,-0.342,583.13,601.16,False,,1.0,False,1771809000000,1771823700000,"[{'amount': 0.015, 'safe_price': 593.15, 'ft_order_side': 'buy', 'order_filled_timestamp': 1771809000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.906147249999998}, {'amount': 0.015, 'safe_price': 594.34, 'ft_order_side': 'sell', 'order_filled_timestamp': 1771823700000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 8.9240151}]",0.0,0,risk_test
LINK/USDT,8.9748,8.9748,1.08,2026-02-23 01:10:00+00:00,2026-02-23 06:10:00+00:00,8.31,8.33,0.001,0.001,300,0.00040392820176213674,0.0036288,roi,5.47,-0.342,5.47,-0.342,8.17,8.35,False,,1.0,False,1771809000000,1771827000000,"[{'amount': 1.08, 'safe_price': 8.31, 'ft_order_side': 'buy', 'order_filled_timestamp': 1771809000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.9837748}, {'amount': 1.08, 'safe_price': 8.33, 'ft_order_side': 'sell', 'order_filled_timestamp': 1771827000000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 9.0053964}]",0.0,0,risk_test
AVAX/USDT,8.946,8.946,1.05,2026-02-23 01:15:00+00:00,2026-02-23 06:10:00+00:00,8.52,8.54,0.001,0.001,295,0.0003447256968383729,0.003087,roi,5.61,-0.342,5.61,-0.342,8.33,8.54,False,,1.0,False,1771809300000,1771827000000,"[{'amount': 1.05, 'safe_price': 8.52, 'ft_order_side': 'buy', 'order_filled_timestamp': 1771809300000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.954946}, {'amount': 1.05, 'safe_price': 8.54, 'ft_order_side': 'sell', 'order_filled_timestamp': 1771827000000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 8.975966999999997}]",0.0,0,risk_test
ETH/USDT,8.808317,8.808317,0.0047,2026-02-23 01:10:00+00:00,2026-02-23 06:20:00+00:00,1874.11,1877.86,0.001,0.001,310,-1.0502289200932765e-06,-9.26e-06,roi,1233.17,-0.342,1233.17,-0.342,1847.46,1891.4,False,,1.0,False,1771809000000,1771827600000,"[{'amount': 0.0047, 'safe_price': 1874.11, 'ft_order_side': 'buy', 'order_filled_timestamp': 1771809000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.817125317}, {'amount': 0.0047, 'safe_price': 1877.86, 'ft_order_side': 'sell', 'order_filled_timestamp': 1771827600000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 8.834767942}]",0.0,0,risk_test
BTC/USDT,8.5227987,8.5227987,0.00013,2026-02-23 01:10:00+00:00,2026-02-23 06:45:00+00:00,65559.99,65691.24,0.001,0.001,335,-1.8754421577522398e-08,-1.6e-07,roi,43138.48,-0.342,43138.48,-0.342,64290.71,65718.84,False,,1.0,False,1771809000000,1771829100000,"[{'amount': 0.00013, 'safe_price': 65559.99, 'ft_order_side': 'buy', 'order_filled_timestamp': 1771809000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.531321498699999}, {'amount': 0.00013, 'safe_price': 65691.24, 'ft_order_side': 'sell', 'order_filled_timestamp': 1771829100000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 8.5484010612}]",0.0,0,risk_test
SOL/USDT,8.97333,8.97333,0.113,2026-02-23 01:10:00+00:00,2026-02-23 07:40:00+00:00,79.41,79.57,0.001,0.001,390,1.2831897984901385e-05,0.00011526,roi,52.26,-0.342,52.26,-0.342,77.15,79.69,False,,1.0,False,1771809000000,1771832400000,"[{'amount': 0.113, 'safe_price': 79.41, 'ft_order_side': 'buy', 'order_filled_timestamp': 1771809000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.98230333}, {'amount': 0.113, 'safe_price': 79.57, 'ft_order_side': 'sell', 'order_filled_timestamp': 1771832400000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 9.000401409999998}]",0.0,0,risk_test
TRX/USDT,8.96376,8.96376,31.2,2026-02-23 01:50:00+00:00,2026-02-23 07:45:00+00:00,0.2873,0.2879,0.001,0.001,355,8.623468421588854e-05,0.00077376,roi,0.1891,-0.342,0.1891,-0.342,0.2865,0.2879,False,,1.0,False,1771811400000,1771832700000,"[{'amount': 31.2, 'safe_price': 0.2873, 'ft_order_side': 'buy', 'order_filled_timestamp': 1771811400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.97272376}, {'amount': 31.2, 'safe_price': 0.2879, 'ft_order_side': 'sell', 'order_filled_timestamp': 1771832700000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 8.991462479999997}]",0.0,0,risk_test
SOL/USDT,8.93988,8.93988,0.114,2026-02-28 06:40:00+00:00,2026-02-28 09:20:00+00:00,78.42,78.58,0.001,0.001,160,3.821732972459828e-05,0.000342,roi,51.61,-0.342,51.61,-0.342,77.12,79.62,False,,1.0,False,1772260800000,1772270400000,"[{'amount': 0.114, 'safe_price': 78.42, 'ft_order_side': 'buy', 'order_filled_timestamp': 1772260800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.94881988}, {'amount': 0.114, 'safe_price': 78.58, 'ft_order_side': 'sell', 'order_filled_timestamp': 1772270400000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 8.96707812}]",0.0,5,risk_test
ETH/USDT,8.977488,8.977488,0.0048,2026-02-28 06:35:00+00:00,2026-02-28 11:00:00+00:00,1870.31,1874.05,0.001,0.001,265,-2.3290580738276576e-06,-2.093e-05,roi,1230.67,-0.342,1230.67,-0.342,1835.36,1885.0,False,,1.0,False,1772260500000,1772276400000,"[{'amount': 0.0048, 'safe_price': 1870.31, 'ft_order_side': 'buy', 'order_filled_timestamp': 1772260500000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.986465487999999}, {'amount': 0.0048, 'safe_price': 1874.05, 'ft_order_side': 'sell', 'order_filled_timestamp': 1772276400000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 9.004435439999998}]",0.0,5,risk_test
BTC/USDT,8.973055,8.973055,0.00014,2026-02-28 06:35:00+00:00,2026-02-28 11:25:00+00:00,64093.25,64221.56,0.001,0.001,290,-7.459339871767969e-08,-6.7e-07,roi,42173.36,-0.342,42173.36,-0.342,63030.0,64327.22,False,,1.0,False,1772260500000,1772277900000,"[{'amount': 0.00014, 'safe_price': 64093.25, 'ft_order_side': 'buy', 'order_filled_timestamp': 1772260500000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.982028054999997}, {'amount': 0.00014, 'safe_price': 64221.56, 'ft_order_side': 'sell', 'order_filled_timestamp': 1772277900000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 9.0000094184}]",0.0,5,risk_test
BNB/USDT,8.97885,8.97885,0.015,2026-02-28 06:35:00+00:00,2026-02-28 13:45:00+00:00,598.59,599.79,0.001,0.001,430,2.703656289583218e-06,2.43e-05,roi,393.88,-0.342,393.88,-0.342,588.64,603.75,False,,1.0,False,1772260500000,1772286300000,"[{'amount': 0.015, 'safe_price': 598.59, 'ft_order_side': 'buy', 'order_filled_timestamp': 1772260500000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.987828849999998}, {'amount': 0.015, 'safe_price': 599.79, 'ft_order_side': 'sell', 'order_filled_timestamp': 1772286300000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 9.005846849999998}]",0.0,5,risk_test
DOGE/USDT,8.999,8.999,100.0,2026-02-28 06:35:00+00:00,2026-02-28 13:45:00+00:00,0.08999,0.09017,0.001,0.001,430,-1.7761991314608272e-06,-1.6e-05,roi,0.05922,-0.342,0.05922,-0.342,0.08771,0.09212,False,,1.0,False,1772260500000,1772286300000,"[{'amount': 100.0, 'safe_price': 0.08999, 'ft_order_side': 'buy', 'order_filled_timestamp': 1772260500000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.007999}, {'amount': 100.0, 'safe_price': 0.09017, 'ft_order_side': 'sell', 'order_filled_timestamp': 1772286300000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 9.026016999999998}]",0.0,5,risk_test
ADA/USDT,9.00723,9.00723,33.9,2026-02-28 06:40:00+00:00,2026-02-28 13:45:00+00:00,0.2657,0.2662,0.001,0.001,425,-0.0001199402780132927,-0.00108141,roi,0.1749,-0.342,0.1749,-0.342,0.2594,0.2704,False,,1.0,False,1772260800000,1772286300000,"[{'amount': 33.9, 'safe_price': 0.2657, 'ft_order_side': 'buy', 'order_filled_timestamp': 1772260800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.016237229999998}, {'amount': 33.9, 'safe_price': 0.2662, 'ft_order_side': 'sell', 'order_filled_timestamp': 1772286300000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 9.033204179999998}]",0.0,5,risk_test
AVAX/USDT,8.964,8.964,0.9,2026-03-18 11:40:00+00:00,2026-03-19 19:20:00+00:00,9.96,9.57,0.001,0.001,1900,-0.041076393486032044,-0.368577,exit_signal,6.56,-0.342,6.56,-0.342,9.33,10.02,False,,1.0,False,1773834000000,1773948000000,"[{'amount': 0.9, 'safe_price': 9.96, 'ft_order_side': 'buy', 'order_filled_timestamp': 1773834000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.972964}, {'amount': 0.9, 'safe_price': 9.57, 'ft_order_side': 'sell', 'order_filled_timestamp': 1773948000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 8.621613}]",0.0,3,risk_test
BTC/USDT,8.2946688,8.2946688,0.00012,2026-03-21 23:55:00+00:00,2026-03-22 02:25:00+00:00,69122.24,69260.62,0.001,0.001,150,-4.094923472536235e-08,-3.4e-07,roi,45482.44,-0.342,45482.44,-0.342,68228.5,69411.1,False,,1.0,False,1774137300000,1774146300000,"[{'amount': 0.00012, 'safe_price': 69122.24, 'ft_order_side': 'buy', 'order_filled_timestamp': 1774137300000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.3029634688}, {'amount': 0.00012, 'safe_price': 69260.62, 'ft_order_side': 'sell', 'order_filled_timestamp': 1774146300000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 8.319585674399999}]",0.0,6,risk_test
ETH/USDT,8.777958,8.777958,0.0042,2026-03-21 23:55:00+00:00,2026-03-22 02:25:00+00:00,2089.99,2094.17,0.001,0.001,150,-1.9882240781452193e-06,-1.747e-05,roi,1375.22,-0.342,1375.22,-0.342,2050.12,2109.36,False,,1.0,False,1774137300000,1774146300000,"[{'amount': 0.0042, 'safe_price': 2089.99, 'ft_order_side': 'buy', 'order_filled_timestamp': 1774137300000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.786735957999998}, {'amount': 0.0042, 'safe_price': 2094.17, 'ft_order_side': 'sell', 'order_filled_timestamp': 1774146300000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 8.804309513999998}]",0.0,6,risk_test
BNB/USDT,8.85164,8.85164,0.014,2026-03-21 23:55:00+00:00,2026-03-22 02:25:00+00:00,632.26,633.53,0.001,0.001,150,6.652001084671189e-06,5.894e-05,roi,416.03,-0.342,416.03,-0.342,622.72,635.13,False,,1.0,False,1774137300000,1774146300000,"[{'amount': 0.014, 'safe_price': 632.26, 'ft_order_side': 'buy', 'order_filled_timestamp': 1774137300000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.86049164}, {'amount': 0.014, 'safe_price': 633.53, 'ft_order_side': 'sell', 'order_filled_timestamp': 1774146300000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 8.87828942}]",0.0,6,risk_test
XRP/USDT,8.90064,8.90064,6.3,2026-03-21 23:55:00+00:00,2026-03-22 02:25:00+00:00,1.4128,1.4156,0.001,0.001,150,-2.0081843411401736e-05,-0.00017892,roi,0.9297,-0.342,0.9297,-0.342,1.3938,1.4207,False,,1.0,False,1774137300000,1774146300000,"[{'amount': 6.3, 'safe_price': 1.4128, 'ft_order_side': 'buy', 'order_filled_timestamp': 1774137300000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.909540639999998}, {'amount': 6.3, 'safe_price': 1.4156, 'ft_order_side': 'sell', 'order_filled_timestamp': 1774146300000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 8.927198279999999}]",0.0,6,risk_test
SOL/USDT,8.95968,8.95968,0.102,2026-03-21 23:55:00+00:00,2026-03-22 02:25:00+00:00,87.84,88.02,0.001,0.001,150,4.7084063477506094e-05,0.00042228,roi,57.8,-0.342,57.8,-0.342,86.26,88.48,False,,1.0,False,1774137300000,1774146300000,"[{'amount': 0.102, 'safe_price': 87.84, 'ft_order_side': 'buy', 'order_filled_timestamp': 1774137300000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.968639679999999}, {'amount': 0.102, 'safe_price': 88.02, 'ft_order_side': 'sell', 'order_filled_timestamp': 1774146300000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 8.987018039999997}]",0.0,6,risk_test
DOGE/USDT,8.88714,8.88714,97.0,2026-03-21 23:55:00+00:00,2026-03-22 02:25:00+00:00,0.09162,0.0918,0.001,0.001,150,-3.729080349905498e-05,-0.00033174,roi,0.06029,-0.342,0.06029,-0.342,0.09,0.09238,False,,1.0,False,1774137300000,1774146300000,"[{'amount': 97.0, 'safe_price': 0.09162, 'ft_order_side': 'buy', 'order_filled_timestamp': 1774137300000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.896027139999998}, {'amount': 97.0, 'safe_price': 0.0918, 'ft_order_side': 'sell', 'order_filled_timestamp': 1774146300000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 8.9135046}]",0.0,6,risk_test
LINK/USDT,8.9688,8.9688,1.01,2026-03-21 23:55:00+00:00,2026-03-22 02:25:00+00:00,8.88,8.9,0.001,0.001,150,0.00024975024975024975,0.0022422,roi,5.85,-0.342,5.85,-0.342,8.67,8.93,False,,1.0,False,1774137300000,1774146300000,"[{'amount': 1.01, 'safe_price': 8.88, 'ft_order_side': 'buy', 'order_filled_timestamp': 1774137300000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.977768800000002}, {'amount': 1.01, 'safe_price': 8.9, 'ft_order_side': 'sell', 'order_filled_timestamp': 1774146300000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 8.997989}]",0.0,6,risk_test
AVAX/USDT,8.9628,8.9628,0.97,2026-03-21 23:55:00+00:00,2026-03-22 02:25:00+00:00,9.24,9.26,0.001,0.001,150,0.0001621754868508115,0.001455,roi,6.08,-0.342,6.08,-0.342,9.05,9.32,False,,1.0,False,1774137300000,1774146300000,"[{'amount': 0.97, 'safe_price': 9.24, 'ft_order_side': 'buy', 'order_filled_timestamp': 1774137300000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.971762799999999}, {'amount': 0.97, 'safe_price': 9.26, 'ft_order_side': 'sell', 'order_filled_timestamp': 1774146300000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 8.991182199999997}]",0.0,6,risk_test
ADA/USDT,8.96486,8.96486,34.6,2026-03-21 23:55:00+00:00,2026-03-22 03:25:00+00:00,0.2591,0.2596,0.001,0.001,210,-7.210080540840864e-05,-0.00064702,roi,0.1705,-0.342,0.1705,-0.342,0.2523,0.2597,False,,1.0,False,1774137300000,1774149900000,"[{'amount': 34.6, 'safe_price': 0.2591, 'ft_order_side': 'buy', 'order_filled_timestamp': 1774137300000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.973824859999999}, {'amount': 34.6, 'safe_price': 0.2596, 'ft_order_side': 'sell', 'order_filled_timestamp': 1774149900000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 8.991142159999999}]",0.0,6,risk_test
ETH/USDT,8.93389,8.93389,0.0046,2026-03-29 22:50:00+00:00,2026-03-30 00:15:00+00:00,1942.15,1981.83,0.001,0.001,85,0.01839214235046286,0.16447769,roi,1277.94,-0.342,1277.94,-0.342,1940.31,2020.7,False,,1.0,False,1774824600000,1774829700000,"[{'amount': 0.0046, 'safe_price': 1942.15, 'ft_order_side': 'buy', 'order_filled_timestamp': 1774824600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.94282389}, {'amount': 0.0046, 'safe_price': 1981.83, 'ft_order_side': 'sell', 'order_filled_timestamp': 1774829700000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 9.125534417999999}]",0.0,0,risk_test
ETH/USDT,8.9463,8.9463,0.0044,2026-04-05 06:15:00+00:00,2026-04-05 08:45:00+00:00,2033.25,2037.64,0.001,0.001,150,0.0001567885408132214,0.00140408,roi,1337.88,-0.342,1337.88,-0.342,2027.75,2042.59,False,,1.0,False,1775369700000,1775378700000,"[{'amount': 0.0044, 'safe_price': 2033.25, 'ft_order_side': 'buy', 'order_filled_timestamp': 1775369700000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.9552463}, {'amount': 0.0044, 'safe_price': 2037.64, 'ft_order_side': 'sell', 'order_filled_timestamp': 1775378700000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 8.974581616}]",0.0,6,risk_test
XRP/USDT,8.9572,8.9572,7.0,2026-04-05 12:50:00+00:00,2026-04-05 15:20:00+00:00,1.2796,1.2869,0.001,0.001,150,0.003695507368530188,0.0331345,roi,0.842,-0.342,0.842,-0.342,1.2794,1.2924,False,,1.0,False,1775393400000,1775402400000,"[{'amount': 7.0, 'safe_price': 1.2796, 'ft_order_side': 'buy', 'order_filled_timestamp': 1775393400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.9661572}, {'amount': 7.0, 'safe_price': 1.2869, 'ft_order_side': 'sell', 'order_filled_timestamp': 1775402400000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 9.0173083}]",0.0,6,risk_test
