pair,stake_amount,max_stake_amount,amount,open_date,close_date,open_rate,close_rate,fee_open,fee_close,trade_duration,profit_ratio,profit_abs,exit_reason,initial_stop_loss_abs,initial_stop_loss_ratio,stop_loss_abs,stop_loss_ratio,min_rate,max_rate,is_open,enter_tag,leverage,is_short,open_timestamp,close_timestamp,orders,funding_fees,weekday,run
ETH/USDT,9.66672,9.66672,0.0028,2025-01-07 15:45:00+00:00,2025-01-11 21:25:00+00:00,3452.4,3318.31,0.001,0.001,6100,-0.0407600482920757,-0.39440999,exit_signal,34.53,-0.99,34.53,-0.99,3158.0,3491.7,False,,1.0,False,1736264700000,1736630700000,"[{'amount': 0.0028, 'safe_price': 3452.4, 'ft_order_side': 'buy', 'order_filled_timestamp': 1736264700000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.676386719999998}, {'amount': 0.0028, 'safe_price': 3318.31, 'ft_order_side': 'sell', 'order_filled_timestamp': 1736630700000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 9.300559267999999}]",0.0,5,baseline_train
TRX/USDT,9.9528,9.9528,42.9,2025-01-12 22:30:00+00:00,2025-01-14 09:50:00+00:00,0.232,0.2266,0.001,0.001,2120,-0.0252273588480485,-0.25133394,exit_signal,0.0024,-0.99,0.0024,-0.99,0.2168,0.2373,False,,1.0,False,1736721000000,1736848200000,"[{'amount': 42.9, 'safe_price': 0.232, 'ft_order_side': 'buy', 'order_filled_timestamp': 1736721000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.962752799999999}, {'amount': 42.9, 'safe_price': 0.2266, 'ft_order_side': 'sell', 'order_filled_timestamp': 1736848200000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 9.730861139999998}]",0.0,1,baseline_train
TRX/USDT,9.93432,9.93432,42.6,2025-01-19 22:10:00+00:00,2025-01-20 06:50:00+00:00,0.2332,0.2367,0.001,0.001,520,0.01298058716583588,0.12908226,exit_signal,0.0024,-0.99,0.0024,-0.99,0.2241,0.2392,False,,1.0,False,1737324600000,1737355800000,"[{'amount': 42.6, 'safe_price': 0.2332, 'ft_order_side': 'buy', 'order_filled_timestamp': 1737324600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.944254319999999}, {'amount': 42.6, 'safe_price': 0.2367, 'ft_order_side': 'sell', 'order_filled_timestamp': 1737355800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 10.09350342}]",0.0,0,baseline_train
BNB/USDT,9.36124,9.36124,0.014,2025-01-26 23:10:00+00:00,2025-01-27 20:55:00+00:00,668.66,672.8,0.001,0.001,1305,0.004181114850214243,0.03917956,exit_signal,6.69,-0.99,6.69,-0.99,637.79,673.44,False,,1.0,False,1737933000000,1738011300000,"[{'amount': 0.014, 'safe_price': 668.66, 'ft_order_side': 'buy', 'order_filled_timestamp': 1737933000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.37060124}, {'amount': 0.014, 'safe_price': 672.8, 'ft_order_side': 'sell', 'order_filled_timestamp': 1738011300000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 9.428619199999998}]",0.0,0,baseline_train
TRX/USDT,9.94201,9.94201,40.3,2025-01-26 23:35:00+00:00,2025-01-27 21:20:00+00:00,0.2467,0.2465,0.001,0.001,1305,-0.0028070834718585025,-0.02793596,exit_signal,0.0025,-0.99,0.0025,-0.99,0.2323,0.2471,False,,1.0,False,1737934500000,1738012800000,"[{'amount': 40.3, 'safe_price': 0.2467, 'ft_order_side': 'buy', 'order_filled_timestamp': 1737934500000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.95195201}, {'amount': 40.3, 'safe_price': 0.2465, 'ft_order_side': 'sell', 'order_filled_timestamp': 1738012800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 9.943883949999998}]",0.0,0,baseline_train
TRX/USDT,9.92993,9.92993,48.7,2025-02-03 02:10:00+00:00,2025-02-06 06:20:00+00:00,0.2039,0.2275,0.001,0.001,4570,0.11351375451424495,1.12831082,exit_signal,0.0021,-0.99,0.0021,-0.99,0.2036,0.23,False,,1.0,False,1738548600000,1738822800000,"[{'amount': 48.7, 'safe_price': 0.2039, 'ft_order_side': 'buy', 'order_filled_timestamp': 1738548600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.939859929999999}, {'amount': 48.7, 'safe_price': 0.2275, 'ft_order_side': 'sell', 'order_filled_timestamp': 1738822800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 11.09032925}]",0.0,3,baseline_train
ETH/USDT,9.805026,9.805026,0.0042,2025-02-03 02:10:00+00:00,2025-02-12 22:30:00+00:00,2334.53,2770.04,0.001,0.001,14180,0.1841807368065024,1.80770281,exit_signal,23.35,-0.99,23.35,-0.99,2324.79,2921.0,False,,1.0,False,1738548600000,1739399400000,"[{'amount': 0.0042, 'safe_price': 2334.53, 'ft_order_side': 'buy', 'order_filled_timestamp': 1738548600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.814831025999998}, {'amount': 0.0042, 'safe_price': 2770.04, 'ft_order_side': 'sell', 'order_filled_timestamp': 1739399400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 11.645802167999998}]",0.0,2,baseline_train
TRX/USDT,10.05786,10.05786,42.6,2025-02-12 04:30:00+00:00,2025-02-18 23:35:00+00:00,0.2361,0.2392,0.001,0.001,9785,0.01110579382498061,0.11181222,exit_signal,0.0024,-0.99,0.0024,-0.99,0.2301,0.2476,False,,1.0,False,1739334600000,1739921700000,"[{'amount': 42.6, 'safe_price': 0.2361, 'ft_order_side': 'buy', 'order_filled_timestamp': 1739334600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 10.067917859999998}, {'amount': 42.6, 'safe_price': 0.2392, 'ft_order_side': 'sell', 'order_filled_timestamp': 1739921700000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 10.20010992}]",0.0,1,baseline_train
BTC/USDT,9.79,9.79,0.00011,2025-02-25 07:35:00+00:00,2025-03-02 16:40:00+00:00,89000.0,91614.35,0.001,0.001,7745,0.0273180262026023,0.26771092,exit_signal,890.01,-0.99,890.01,-0.99,78258.52,91806.79,False,,1.0,False,1740468900000,1740933600000,"[{'amount': 0.00011, 'safe_price': 89000.0, 'ft_order_side': 'buy', 'order_filled_timestamp': 1740468900000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.79979}, {'amount': 0.00011, 'safe_price': 91614.35, 'ft_order_side': 'sell', 'order_filled_timestamp': 1740933600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 10.0876560785}]",0.0,6,baseline_train
TRX/USDT,10.2786,10.2786,44.4,2025-03-03 19:15:00+00:00,2025-03-08 07:25:00+00:00,0.2315,0.2495,0.001,0.001,6490,0.07560042549243412,0.7778436,exit_signal,0.0024,-0.99,0.0024,-0.99,0.2267,0.2496,False,,1.0,False,1741029300000,1741418700000,"[{'amount': 44.4, 'safe_price': 0.2315, 'ft_order_side': 'buy', 'order_filled_timestamp': 1741029300000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 10.2888786}, {'amount': 44.4, 'safe_price': 0.2495, 'ft_order_side': 'sell', 'order_filled_timestamp': 1741418700000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 11.088877799999999}]",0.0,5,baseline_train
TRX/USDT,10.3587,10.3587,47.3,2025-03-16 02:25:00+00:00,2025-03-18 19:30:00+00:00,0.219,0.2304,0.001,0.001,3905,0.049952786939088306,0.51796338,exit_signal,0.0022,-0.99,0.0022,-0.99,0.2109,0.2306,False,,1.0,False,1742091900000,1742326200000,"[{'amount': 47.3, 'safe_price': 0.219, 'ft_order_side': 'buy', 'order_filled_timestamp': 1742091900000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 10.369058699999998}, {'amount': 47.3, 'safe_price': 0.2304, 'ft_order_side': 'sell', 'order_filled_timestamp': 1742326200000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 10.908817919999999}]",0.0,1,baseline_train
ADA/USDT,10.31928,10.31928,14.6,2025-03-16 11:40:00+00:00,2025-03-26 07:35:00+00:00,0.7068,0.7658,0.001,0.001,14155,0.08131003122514158,0.83990004,exit_signal,0.0071,-0.99,0.0071,-0.99,0.6816,0.7681,False,,1.0,False,1742125200000,1742974500000,"[{'amount': 14.6, 'safe_price': 0.7068, 'ft_order_side': 'buy', 'order_filled_timestamp': 1742125200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 10.329599279999998}, {'amount': 14.6, 'safe_price': 0.7658, 'ft_order_side': 'sell', 'order_filled_timestamp': 1742974500000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 11.19186068}]",0.0,2,baseline_train
TRX/USDT,10.48962,10.48962,47.4,2025-04-07 07:00:00+00:00,2025-04-08 01:55:00+00:00,0.2213,0.231,0.001,0.001,1135,0.04174632416837568,0.43834098,exit_signal,0.0023,-0.99,0.0023,-0.99,0.221,0.2317,False,,1.0,False,1744009200000,1744077300000,"[{'amount': 47.4, 'safe_price': 0.2213, 'ft_order_side': 'buy', 'order_filled_timestamp': 1744009200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 10.50010962}, {'amount': 47.4, 'safe_price': 0.231, 'ft_order_side': 'sell', 'order_filled_timestamp': 1744077300000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 10.9603494}]",0.0,1,baseline_train
TRX/USDT,10.52933,10.52933,43.1,2025-04-17 00:30:00+00:00,2025-04-26 06:05:00+00:00,0.2443,0.2449,0.001,0.001,13295,0.00045308764097139046,0.00477548,exit_signal,0.0025,-0.99,0.0025,-0.99,0.2396,0.2505,False,,1.0,False,1744849800000,1745647500000,"[{'amount': 43.1, 'safe_price': 0.2443, 'ft_order_side': 'buy', 'order_filled_timestamp': 1744849800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 10.539859329999999}, {'amount': 43.1, 'safe_price': 0.2449, 'ft_order_side': 'sell', 'order_filled_timestamp': 1745647500000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 10.56574519}]",0.0,5,baseline_train
BNB/USDT,9.95445,9.95445,0.015,2025-05-23 12:20:00+00:00,2025-05-27 06:45:00+00:00,663.63,681.24,0.001,0.001,5425,0.0244848501708499,0.24397695,exit_signal,6.64,-0.99,6.64,-0.99,654.0,681.56,False,,1.0,False,1748002800000,1748328300000,"[{'amount': 0.015, 'safe_price': 663.63, 'ft_order_side': 'buy', 'order_filled_timestamp': 1748002800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.964404449999998}, {'amount': 0.015, 'safe_price': 681.24, 'ft_order_side': 'sell', 'order_filled_timestamp': 1748328300000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 10.228818599999999}]",0.0,1,baseline_train
TRX/USDT,10.52568,10.52568,39.6,2025-05-23 12:05:00+00:00,2025-05-29 08:40:00+00:00,0.2658,0.2775,0.001,0.001,8435,0.041932108523530645,0.44180532,exit_signal,0.0027,-0.99,0.0027,-0.99,0.264,0.2797,False,,1.0,False,1748001900000,1748508000000,"[{'amount': 39.6, 'safe_price': 0.2658, 'ft_order_side': 'buy', 'order_filled_timestamp': 1748001900000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 10.536205679999998}, {'amount': 39.6, 'safe_price': 0.2775, 'ft_order_side': 'sell', 'order_filled_timestamp': 1748508000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 10.999989}]",0.0,3,baseline_train
XRP/USDT,10.32372,10.32372,4.4,2025-05-23 12:05:00+00:00,2025-06-03 15:55:00+00:00,2.3463,2.274,0.001,0.001,16070,-0.03275090847012596,-0.33844932,exit_signal,0.0235,-0.99,0.0235,-0.99,2.0794,2.3829,False,,1.0,False,1748001900000,1748966100000,"[{'amount': 4.4, 'safe_price': 2.3463, 'ft_order_side': 'buy', 'order_filled_timestamp': 1748001900000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 10.334043719999999}, {'amount': 4.4, 'safe_price': 2.274, 'ft_order_side': 'sell', 'order_filled_timestamp': 1748966100000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 10.0156056}]",0.0,1,baseline_train
TRX/USDT,10.57125,10.57125,37.5,2025-06-11 17:00:00+00:00,2025-06-16 12:35:00+00:00,0.2819,0.2789,0.001,0.001,6935,-0.012618810774185021,-0.13353,exit_signal,0.0029,-0.99,0.0029,-0.99,0.2669,0.2953,False,,1.0,False,1749661200000,1750077300000,"[{'amount': 37.5, 'safe_price': 0.2819, 'ft_order_side': 'buy', 'order_filled_timestamp': 1749661200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 10.581821249999997}, {'amount': 37.5, 'safe_price': 0.2789, 'ft_order_side': 'sell', 'order_filled_timestamp': 1750077300000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 10.469208749999996}]",0.0,0,baseline_train
SOL/USDT,10.49156,10.49156,0.073,2025-06-13 00:35:00+00:00,2025-06-20 08:10:00+00:00,143.72,147.9,0.001,0.001,10535,0.027028218094179688,0.28385174,exit_signal,1.44,-0.99,1.44,-0.99,140.21,158.8,False,,1.0,False,1749774900000,1750407000000,"[{'amount': 0.073, 'safe_price': 143.72, 'ft_order_side': 'buy', 'order_filled_timestamp': 1749774900000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 10.502051559999998}, {'amount': 0.073, 'safe_price': 147.9, 'ft_order_side': 'sell', 'order_filled_timestamp': 1750407000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 10.807496699999998}]",0.0,4,baseline_train
SOL/USDT,10.58365,10.58365,0.077,2025-06-20 17:25:00+00:00,2025-06-28 07:40:00+00:00,137.45,145.6,0.001,0.001,10935,0.057177816726743616,0.60575515,exit_signal,1.38,-0.99,1.38,-0.99,126.0,148.0,False,,1.0,False,1750440300000,1751096400000,"[{'amount': 0.077, 'safe_price': 137.45, 'ft_order_side': 'buy', 'order_filled_timestamp': 1750440300000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 10.594233649999998}, {'amount': 0.077, 'safe_price': 145.6, 'ft_order_side': 'sell', 'order_filled_timestamp': 1751096400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 11.222411199999998}]",0.0,5,baseline_train
BTC/USDT,10.034392,10.034392,0.0001,2025-06-22 13:45:00+00:00,2025-06-29 08:45:00+00:00,100343.92,107685.5,0.001,0.001,9780,0.07101998980928965,0.71335506,exit_signal,1003.44,-0.99,1003.44,-0.99,98200.0,108272.45,False,,1.0,False,1750599900000,1751186700000,"[{'amount': 0.0001, 'safe_price': 100343.92, 'ft_order_side': 'buy', 'order_filled_timestamp': 1750599900000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 10.044426392}, {'amount': 0.0001, 'safe_price': 107685.5, 'ft_order_side': 'sell', 'order_filled_timestamp': 1751186700000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 10.77931855}]",0.0,6,baseline_train
ETH/USDT,10.49334,10.49334,0.0044,2025-06-20 17:40:00+00:00,2025-06-29 22:50:00+00:00,2384.85,2505.6,0.001,0.001,13270,0.04853295016198343,0.50978202,exit_signal,23.85,-0.99,23.85,-0.99,2111.89,2520.92,False,,1.0,False,1750441200000,1751237400000,"[{'amount': 0.0044, 'safe_price': 2384.85, 'ft_order_side': 'buy', 'order_filled_timestamp': 1750441200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 10.503833339999998}, {'amount': 0.0044, 'safe_price': 2505.6, 'ft_order_side': 'sell', 'order_filled_timestamp': 1751237400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 11.035664639999998}]",0.0,6,baseline_train
TRX/USDT,10.74408,10.74408,35.6,2025-07-24 06:05:00+00:00,2025-07-29 09:40:00+00:00,0.3018,0.3366,0.001,0.001,7415,0.11307976317916675,1.21615296,exit_signal,0.0031,-0.99,0.0031,-0.99,0.3006,0.3412,False,,1.0,False,1753337100000,1753782000000,"[{'amount': 35.6, 'safe_price': 0.3018, 'ft_order_side': 'buy', 'order_filled_timestamp': 1753337100000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 10.754824079999999}, {'amount': 35.6, 'safe_price': 0.3366, 'ft_order_side': 'sell', 'order_filled_timestamp': 1753782000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 11.99494296}]",0.0,1,baseline_train
TRX/USDT,10.88813,10.88813,34.1,2025-09-06 21:45:00+00:00,2025-09-07 14:10:00+00:00,0.3193,0.3306,0.001,0.001,985,0.033321204320264766,0.36316841,exit_signal,0.0032,-0.99,0.0032,-0.99,0.2977,0.333,False,,1.0,False,1757195100000,1757254200000,"[{'amount': 34.1, 'safe_price': 0.3193, 'ft_order_side': 'buy', 'order_filled_timestamp': 1757195100000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 10.89901813}, {'amount': 34.1, 'safe_price': 0.3306, 'ft_order_side': 'sell', 'order_filled_timestamp': 1757254200000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 11.284733459999998}]",0.0,6,baseline_train
XRP/USDT,10.7055,10.7055,3.9,2025-09-22 06:05:00+00:00,2025-09-24 14:50:00+00:00,2.745,2.9208,0.001,0.001,3405,0.06191775437677077,0.66352338,exit_signal,0.0275,-0.99,0.0275,-0.99,2.7434,2.9252,False,,1.0,False,1758521100000,1758725400000,"[{'amount': 3.9, 'safe_price': 2.745, 'ft_order_side': 'buy', 'order_filled_timestamp': 1758521100000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 10.7162055}, {'amount': 3.9, 'safe_price': 2.9208, 'ft_order_side': 'sell', 'order_filled_timestamp': 1758725400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 11.402511119999998}]",0.0,2,baseline_train
AVAX/USDT,10.8636,10.8636,0.33,2025-09-24 22:05:00+00:00,2025-09-26 17:40:00+00:00,32.92,29.51,0.001,0.001,2615,-0.10537548721023811,-1.1459019,exit_signal,0.33,-0.99,0.33,-0.99,27.07,33.09,False,,1.0,False,1758751500000,1758908400000,"[{'amount': 0.33, 'safe_price': 32.92, 'ft_order_side': 'buy', 'order_filled_timestamp': 1758751500000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 10.8744636}, {'amount': 0.33, 'safe_price': 29.51, 'ft_order_side': 'sell', 'order_filled_timestamp': 1758908400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 9.7480383}]",0.0,4,baseline_train
LINK/USDT,10.8968,10.8968,0.53,2025-09-22 06:05:00+00:00,2025-09-28 16:15:00+00:00,20.56,21.16,0.001,0.001,9250,0.027126569928126346,0.2958884,exit_signal,0.21,-0.99,0.21,-0.99,19.82,22.05,False,,1.0,False,1758521100000,1759076100000,"[{'amount': 0.53, 'safe_price': 20.56, 'ft_order_side': 'buy', 'order_filled_timestamp': 1758521100000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 10.9076968}, {'amount': 0.53, 'safe_price': 21.16, 'ft_order_side': 'sell', 'order_filled_timestamp': 1759076100000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 11.2260148}]",0.0,6,baseline_train
ADA/USDT,10.85598,10.85598,12.3,2025-09-21 09:30:00+00:00,2025-09-28 16:25:00+00:00,0.8826,0.7879,0.001,0.001,10495,-0.10908024674170154,-1.18535715,exit_signal,0.0089,-0.99,0.0089,-0.99,0.7542,0.8898,False,,1.0,False,1758447000000,1759076700000,"[{'amount': 12.3, 'safe_price': 0.8826, 'ft_order_side': 'buy', 'order_filled_timestamp': 1758447000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 10.86683598}, {'amount': 12.3, 'safe_price': 0.7879, 'ft_order_side': 'sell', 'order_filled_timestamp': 1759076700000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 9.70086117}]",0.0,6,baseline_train
ETH/USDT,10.751078,10.751078,0.0026,2025-09-22 06:05:00+00:00,2025-10-01 08:40:00+00:00,4135.03,4222.42,0.001,0.001,13115,0.019093838836380002,0.20548463,exit_signal,41.36,-0.99,41.36,-0.99,3815.0,4273.99,False,,1.0,False,1758521100000,1759308000000,"[{'amount': 0.0026, 'safe_price': 4135.03, 'ft_order_side': 'buy', 'order_filled_timestamp': 1758521100000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 10.761829077999998}, {'amount': 0.0026, 'safe_price': 4222.42, 'ft_order_side': 'sell', 'order_filled_timestamp': 1759308000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 10.989270291999999}]",0.0,2,baseline_train
SOL/USDT,10.9215,10.9215,0.05,2025-09-22 06:05:00+00:00,2025-10-01 08:40:00+00:00,218.43,214.04,0.001,0.001,13115,-0.02205581810031748,-0.2411235,exit_signal,2.19,-0.99,2.19,-0.99,190.8,225.23,False,,1.0,False,1758521100000,1759308000000,"[{'amount': 0.05, 'safe_price': 218.43, 'ft_order_side': 'buy', 'order_filled_timestamp': 1758521100000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 10.9324215}, {'amount': 0.05, 'safe_price': 214.04, 'ft_order_side': 'sell', 'order_filled_timestamp': 1759308000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 10.712701999999998}]",0.0,2,baseline_train
TRX/USDT,10.91258,10.91258,32.2,2025-09-22 00:50:00+00:00,2025-10-01 08:50:00+00:00,0.3389,0.3366,0.001,0.001,13440,-0.008771104964672389,-0.0958111,exit_signal,0.0034,-0.99,0.0034,-0.99,0.33,0.3425,False,,1.0,False,1758502200000,1759308600000,"[{'amount': 32.2, 'safe_price': 0.3389, 'ft_order_side': 'buy', 'order_filled_timestamp': 1758502200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 10.92349258}, {'amount': 32.2, 'safe_price': 0.3366, 'ft_order_side': 'sell', 'order_filled_timestamp': 1759308600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 10.84935852}]",0.0,2,baseline_train
BNB/USDT,10.58568,10.58568,0.012,2025-10-10 21:20:00+00:00,2025-10-12 10:00:00+00:00,882.14,1218.83,0.001,0.001,2200,0.3789135230516417,4.01506836,exit_signal,8.83,-0.99,8.83,-0.99,860.17,1225.0,False,,1.0,False,1760131200000,1760263200000,"[{'amount': 0.012, 'safe_price': 882.14, 'ft_order_side': 'buy', 'order_filled_timestamp': 1760131200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 10.596265679999998}, {'amount': 0.012, 'safe_price': 1218.83, 'ft_order_side': 'sell', 'order_filled_timestamp': 1760263200000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 14.640585959999997}]",0.0,6,baseline_train
TRX/USDT,10.77098,10.77098,34.6,2025-10-10 21:25:00+00:00,2025-10-12 14:55:00+00:00,0.3113,0.3197,0.001,0.001,2490,0.024931701770763766,0.2688074,exit_signal,0.0032,-0.99,0.0032,-0.99,0.3,0.3215,False,,1.0,False,1760131500000,1760280900000,"[{'amount': 34.6, 'safe_price': 0.3113, 'ft_order_side': 'buy', 'order_filled_timestamp': 1760131500000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 10.78175098}, {'amount': 34.6, 'safe_price': 0.3197, 'ft_order_side': 'sell', 'order_filled_timestamp': 1760280900000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 11.07268162}]",0.0,6,baseline_train
DOGE/USDT,10.77775,10.77775,95.0,2025-10-10 21:20:00+00:00,2025-10-12 15:20:00+00:00,0.11345,0.20438,0.001,0.001,2520,0.7978990599528281,8.60815615,exit_signal,0.00114,-0.99,0.00114,-0.99,0.095,0.20481,False,,1.0,False,1760131200000,1760282400000,"[{'amount': 95.0, 'safe_price': 0.11345, 'ft_order_side': 'buy', 'order_filled_timestamp': 1760131200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 10.788527749999998}, {'amount': 95.0, 'safe_price': 0.20438, 'ft_order_side': 'sell', 'order_filled_timestamp': 1760282400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 19.435516099999997}]",0.0,6,baseline_train
BNB/USDT,11.87692,11.87692,0.011,2025-10-17 07:10:00+00:00,2025-10-18 07:05:00+00:00,1079.72,1122.04,0.001,0.001,1435,0.03711903256229563,0.44130064,exit_signal,10.8,-0.99,10.8,-0.99,1021.0,1130.96,False,,1.0,False,1760685000000,1760771100000,"[{'amount': 0.011, 'safe_price': 1079.72, 'ft_order_side': 'buy', 'order_filled_timestamp': 1760685000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 11.888796919999999}, {'amount': 0.011, 'safe_price': 1122.04, 'ft_order_side': 'sell', 'order_filled_timestamp': 1760771100000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 12.354782439999997}]",0.0,5,baseline_train
TRX/USDT,12.04733,12.04733,38.9,2025-10-17 07:35:00+00:00,2025-10-19 10:30:00+00:00,0.3097,0.3176,0.001,0.001,3055,0.023459588522552678,0.28290803,exit_signal,0.0031,-0.99,0.0031,-0.99,0.3046,0.3178,False,,1.0,False,1760686500000,1760869800000,"[{'amount': 38.9, 'safe_price': 0.3097, 'ft_order_side': 'buy', 'order_filled_timestamp': 1760686500000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 12.059377329999997}, {'amount': 38.9, 'safe_price': 0.3176, 'ft_order_side': 'sell', 'order_filled_timestamp': 1760869800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 12.366994639999998}]",0.0,6,baseline_train
BTC/USDT,10.411385,10.411385,0.0001,2025-10-10 21:20:00+00:00,2025-10-20 03:55:00+00:00,104113.85,110298.48,0.001,0.001,13355,0.057285879319163076,0.59702177,exit_signal,1041.14,-0.99,1041.14,-0.99,102000.0,115963.81,False,,1.0,False,1760131200000,1760932500000,"[{'amount': 0.0001, 'safe_price': 104113.85, 'ft_order_side': 'buy', 'order_filled_timestamp': 1760131200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 10.421796385}, {'amount': 0.0001, 'safe_price': 110298.48, 'ft_order_side': 'sell', 'order_filled_timestamp': 1760932500000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 11.040877847999997}]",0.0,0,baseline_train
AVAX/USDT,10.763,10.763,0.94,2025-10-10 21:20:00+00:00,2025-10-20 03:55:00+00:00,11.45,21.02,0.001,0.001,13355,0.8321399124892574,8.9652782,exit_signal,0.12,-0.99,0.12,-0.99,8.52,27.8,False,,1.0,False,1760131200000,1760932500000,"[{'amount': 0.94, 'safe_price': 11.45, 'ft_order_side': 'buy', 'order_filled_timestamp': 1760131200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 10.773762999999997}, {'amount': 0.94, 'safe_price': 21.02, 'ft_order_side': 'sell', 'order_filled_timestamp': 1760932500000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 19.778558799999995}]",0.0,0,baseline_train
